,Economics,House,Society,Fashion,Education,Technology,Politics,PE,Game,Entertainment
中锋,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1552.0,0.0,3.0
总冠军,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1460.0,18.0,13.0
三分球,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.0,0.0,0.0
命中率,1.0,0.0,3.0,0.0,12.0,0.0,0.0,1609.0,31.0,5.0
队友,0.0,4.0,18.0,3.0,6.0,0.0,3.0,1576.0,162.0,15.0
球星,1.0,31.0,7.0,11.0,0.0,0.0,0.0,1359.0,18.0,12.0
奇才,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1429.0,5.0,3.0
火箭队,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1240.0,0.0,1.0
罚球,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.0,0.0,0.0
主帅,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1541.0,3.0,0.0
阵容,12.0,8.0,5.0,4.0,5.0,5.0,10.0,1414.0,35.0,182.0
基德,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.0,2.0,2.0
篮下,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.0,0.0,0.0
客场,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.0,0.0,2.0
系列赛,0.0,1.0,0.0,0.0,2.0,0.0,0.0,846.0,1.0,1.0
上篮,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,0.0,0.0
伤病,0.0,1.0,1.0,4.0,2.0,0.0,1.0,1080.0,2.0,3.0
全场,24.0,27.0,16.0,49.0,8.0,2.0,34.0,1192.0,17.0,144.0
小牛队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,0.0,0.0
本场,1.0,3.0,1.0,0.0,3.0,0.0,0.0,956.0,6.0,4.0
外援,2.0,0.0,3.0,2.0,0.0,0.0,3.0,1101.0,0.0,2.0
后卫,0.0,0.0,1.0,0.0,3.0,0.0,0.0,981.0,0.0,1.0
前锋,1.0,0.0,5.0,2.0,4.0,1.0,0.0,1120.0,2.0,3.0
男篮,0.0,0.0,0.0,3.0,3.0,0.0,0.0,855.0,2.0,1.0
出场,3.0,3.0,6.0,37.0,25.0,0.0,2.0,1087.0,38.0,129.0
职业生涯,14.0,4.0,2.0,4.0,21.0,0.0,4.0,942.0,1.0,29.0
外线,0.0,1.0,0.0,0.0,0.0,4.0,0.0,917.0,0.0,1.0
资方,1.0,1.0,0.0,0.0,1.0,0.0,0.0,827.0,0.0,5.0
主教练,0.0,0.0,2.0,0.0,0.0,0.0,0.0,876.0,1.0,1.0
传球,0.0,0.0,0.0,0.0,1.0,0.0,0.0,825.0,1.0,0.0
全队,0.0,1.0,3.0,0.0,0.0,0.0,1.0,819.0,7.0,1.0
对阵,0.0,0.0,0.0,0.0,2.0,2.0,0.0,845.0,11.0,20.0
名人堂,0.0,0.0,0.0,2.0,0.0,0.0,0.0,599.0,13.0,1.0
效力,4.0,12.0,8.0,12.0,10.0,0.0,13.0,973.0,8.0,7.0
战绩,10.0,3.0,3.0,2.0,0.0,0.0,0.0,877.0,39.0,41.0
篮网,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,0.0,0.0
绿衫,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,0.0,0.0
开拓者,0.0,1.0,0.0,1.0,2.0,0.0,5.0,779.0,8.0,4.0
生涯,5.0,2.0,31.0,15.0,28.0,0.0,5.0,898.0,247.0,125.0
上场,1.0,3.0,2.0,8.0,4.0,0.0,5.0,755.0,5.0,24.0
球衣,0.0,0.0,1.0,9.0,0.0,0.0,0.0,589.0,6.0,0.0
步行者,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,1.0,0.0
骑士,0.0,1.0,1.0,10.0,0.0,1.0,2.0,788.0,206.0,303.0
勇士,0.0,1.0,7.0,2.0,9.0,0.0,2.0,683.0,480.0,70.0
比利,0.0,1.0,0.0,0.0,0.0,0.0,0.0,507.0,2.0,21.0
赢球,0.0,0.0,1.0,0.0,0.0,0.0,0.0,492.0,0.0,1.0
山猫,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,0.0,0.0
掘金,20.0,1.0,0.0,0.0,2.0,0.0,0.0,716.0,3.0,6.0
盖帽,0.0,0.0,0.0,0.0,1.0,0.0,0.0,495.0,0.0,0.0
下半场,7.0,3.0,0.0,0.0,2.0,0.0,0.0,552.0,1.0,2.0
顺位,0.0,0.0,0.0,0.0,7.0,0.0,3.0,411.0,0.0,9.0
半决赛,0.0,1.0,0.0,1.0,0.0,0.0,0.0,449.0,14.0,4.0
赛场,2.0,4.0,9.0,2.0,15.0,2.0,1.0,504.0,30.0,27.0
球馆,0.0,4.0,1.0,0.0,1.0,0.0,0.0,421.0,0.0,0.0
更衣室,0.0,1.0,3.0,2.0,0.0,0.0,0.0,396.0,0.0,8.0
热火队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0
绿军,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0
大卫,0.0,6.0,7.0,29.0,10.0,0.0,3.0,535.0,9.0,283.0
天赋,2.0,15.0,18.0,10.0,32.0,0.0,1.0,523.0,265.0,86.0
关键时刻,4.0,6.0,4.0,9.0,6.0,4.0,35.0,536.0,20.0,13.0
半场,1.0,1.0,1.0,0.0,0.0,0.0,0.0,412.0,0.0,1.0
雄鹿,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,10.0,0.0
前场,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0
经纪人,13.0,45.0,19.0,11.0,11.0,0.0,3.0,521.0,3.0,278.0
战术,10.0,4.0,4.0,2.0,24.0,3.0,7.0,601.0,98.0,10.0
魑魅,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,2.0,0.0
老将,7.0,0.0,7.0,1.0,0.0,15.0,0.0,444.0,0.0,18.0
篮筐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,4.0,0.0
劳方,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0
鲨鱼,1.0,0.0,46.0,10.0,0.0,0.0,0.0,464.0,5.0,13.0
薪金,1.0,5.0,2.0,2.0,25.0,0.0,17.0,412.0,0.0,1.0
输球,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0
续约,9.0,1.0,4.0,8.0,0.0,0.0,2.0,374.0,0.0,21.0
球场,0.0,42.0,20.0,4.0,1.0,0.0,3.0,390.0,4.0,3.0
得分手,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,1.0
足球,0.0,15.0,31.0,31.0,48.0,5.0,3.0,451.0,121.0,65.0
球场上,0.0,1.0,3.0,3.0,1.0,0.0,1.0,323.0,5.0,2.0
分差,0.0,0.0,0.0,0.0,3.0,1.0,0.0,303.0,0.0,1.0
终场,0.0,0.0,0.0,1.0,0.0,0.0,0.0,307.0,0.0,0.0
训练营,0.0,0.0,11.0,2.0,9.0,1.0,0.0,333.0,15.0,6.0
单打,0.0,0.0,0.0,1.0,7.0,0.0,0.0,335.0,1.0,1.0
将球,0.0,0.0,0.0,1.0,3.0,0.0,0.0,297.0,2.0,0.0
篮板球,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0
魔兽,0.0,0.0,2.0,1.0,0.0,2.0,2.0,401.0,139.0,43.0
包夹,0.0,0.0,0.0,0.0,0.0,0.0,1.0,272.0,0.0,2.0
快船,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0
薪水,2.0,4.0,27.0,2.0,42.0,0.0,4.0,345.0,5.0,10.0
全明星赛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,20.0,0.0
总比分,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0
缺席,18.0,2.0,6.0,0.0,29.0,4.0,19.0,350.0,3.0,113.0
禅师,1.0,0.0,0.0,1.0,0.0,0.0,0.0,328.0,1.0,1.0
选秀权,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0
单场,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,2.0,2.0
板凳,0.0,2.0,24.0,2.0,7.0,0.0,0.0,351.0,1.0,5.0
控球,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0
首战,2.0,1.0,1.0,1.0,0.0,0.0,0.0,273.0,2.0,5.0
魔术师,0.0,5.0,27.0,1.0,0.0,0.0,0.0,289.0,2.0,83.0
家伙,1.0,0.0,12.0,9.0,4.0,3.0,0.0,429.0,32.0,79.0
国王,0.0,2.0,1.0,6.0,10.0,0.0,24.0,453.0,114.0,223.0
猛龙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,2.0,1.0
得分王,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0
皇帝,4.0,6.0,51.0,11.0,10.0,1.0,0.0,516.0,62.0,39.0
开局,16.0,13.0,0.0,0.0,2.0,0.0,20.0,289.0,8.0,46.0
赛程,0.0,0.0,4.0,0.0,2.0,2.0,0.0,238.0,11.0,1.0
所有人,15.0,51.0,74.0,54.0,33.0,7.0,14.0,359.0,100.0,138.0
暴扣,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0
主场优势,0.0,1.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0
开场,2.0,11.0,8.0,8.0,2.0,3.0,9.0,289.0,31.0,62.0
后场,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,0.0,1.0
奖杯,0.0,0.0,3.0,0.0,2.0,0.0,0.0,234.0,10.0,70.0
罚球线,0.0,0.0,0.0,1.0,0.0,0.0,0.0,219.0,0.0,0.0
马刺队,0.0,0.0,0.0,0.0,2.0,0.0,0.0,186.0,0.0,0.0
强队,0.0,1.0,0.0,0.0,0.0,0.0,0.0,225.0,2.0,1.0
助教,4.0,0.0,1.0,0.0,12.0,0.0,1.0,273.0,1.0,2.0
现役,0.0,0.0,2.0,0.0,6.0,3.0,36.0,311.0,2.0,0.0
持球,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0
队史,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0
戒指,0.0,1.0,61.0,51.0,1.0,0.0,0.0,281.0,110.0,57.0
接球,0.0,0.0,0.0,0.0,0.0,0.0,1.0,219.0,0.0,0.0
公牛队,0.0,0.0,1.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0
险胜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,3.0
闪电侠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0
运球,0.0,0.0,0.0,0.0,2.0,1.0,0.0,202.0,0.0,0.0
菜鸟,0.0,1.0,2.0,4.0,8.0,8.0,0.0,187.0,85.0,3.0
技术犯规,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0
基里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0
头号,14.0,1.0,8.0,13.0,3.0,0.0,2.0,235.0,3.0,21.0
对位,1.0,5.0,0.0,1.0,0.0,0.0,1.0,213.0,0.0,1.0
当家,6.0,1.0,3.0,5.0,1.0,2.0,0.0,228.0,2.0,6.0
勇士队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0
山西队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0
球风,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0
教练组,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0
黄蜂队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0
主队,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182.0,0.0,0.0
禁区,0.0,1.0,3.0,15.0,1.0,0.0,5.0,209.0,2.0,8.0
小组赛,0.0,0.0,0.0,1.0,0.0,0.0,0.0,193.0,3.0,0.0
魔术队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0
传奇,14.0,43.0,21.0,18.0,20.0,7.0,6.0,255.0,466.0,431.0
中距离,0.0,1.0,0.0,0.0,0.0,0.0,0.0,175.0,1.0,0.0
图文,2.0,8.0,4.0,16.0,1.0,5.0,12.0,195.0,40.0,38.0
交手,0.0,0.0,3.0,0.0,0.0,0.0,1.0,202.0,8.0,7.0
统治力,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,1.0
出局,37.0,7.0,2.0,1.0,8.0,0.0,4.0,221.0,1.0,24.0
状元秀,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0
老鹰队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0
单节,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160.0,0.0,0.0
无缘,14.0,5.0,6.0,13.0,24.0,1.0,0.0,208.0,16.0,91.0
首场,2.0,8.0,17.0,7.0,10.0,0.0,18.0,185.0,1.0,22.0
替补席,0.0,0.0,2.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0
登场,35.0,36.0,4.0,42.0,8.0,19.0,25.0,218.0,454.0,152.0
新帅,3.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0
补篮,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1.0,0.0
空位,1.0,1.0,2.0,2.0,2.0,0.0,2.0,174.0,9.0,1.0
篮球场,0.0,13.0,14.0,1.0,4.0,0.0,0.0,163.0,0.0,2.0
功臣,1.0,1.0,1.0,4.0,3.0,3.0,4.0,209.0,1.0,10.0
分球,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0
投手,0.0,0.0,0.0,0.0,0.0,0.0,3.0,146.0,0.0,0.0
水星,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,1.0,1.0
自由人,0.0,0.0,1.0,0.0,4.0,0.0,0.0,179.0,0.0,3.0
开拓者队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0
脚步,41.0,34.0,26.0,35.0,17.0,7.0,14.0,239.0,63.0,25.0
巨人,0.0,12.0,4.0,0.0,3.0,0.0,2.0,186.0,62.0,28.0
表演赛,0.0,0.0,0.0,1.0,0.0,0.0,0.0,147.0,0.0,1.0
门票,0.0,15.0,22.0,2.0,9.0,0.0,14.0,190.0,47.0,67.0
客队,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131.0,0.0,0.0
侵略性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,1.0,0.0
交锋,0.0,3.0,7.0,0.0,0.0,0.0,16.0,188.0,7.0,12.0
两位数,13.0,13.0,0.0,0.0,1.0,1.0,6.0,174.0,0.0,1.0
太阳队,0.0,0.0,0.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0
骑士队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,2.0
悬念,34.0,15.0,1.0,1.0,9.0,2.0,8.0,197.0,35.0,122.0
风暴,42.0,18.0,6.0,14.0,11.0,9.0,30.0,199.0,109.0,73.0
整场,0.0,3.0,1.0,3.0,2.0,2.0,1.0,125.0,16.0,18.0
下场,0.0,0.0,16.0,1.0,2.0,1.0,4.0,182.0,6.0,11.0
榜眼,17.0,0.0,0.0,0.0,8.0,0.0,1.0,136.0,33.0,31.0
灰熊队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0
中场,5.0,0.0,1.0,1.0,0.0,3.0,1.0,141.0,4.0,3.0
名宿,0.0,0.0,0.0,2.0,0.0,0.0,0.0,119.0,0.0,1.0
射手,0.0,0.0,1.0,3.0,0.0,0.0,0.0,163.0,35.0,7.0
领衔,35.0,14.0,1.0,22.0,2.0,3.0,9.0,152.0,8.0,65.0
扳平,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0
篮坛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0
打篮球,0.0,0.0,16.0,0.0,4.0,0.0,0.0,122.0,1.0,16.0
掘金队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0
火花,0.0,4.0,10.0,12.0,4.0,2.0,4.0,154.0,20.0,70.0
锋线,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,1.0,0.0
底特律,0.0,2.0,2.0,1.0,0.0,0.0,1.0,150.0,0.0,6.0
学林,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0
皮球,1.0,0.0,2.0,2.0,0.0,0.0,3.0,140.0,3.0,1.0
爵士队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0
身体素质,2.0,0.0,8.0,17.0,35.0,0.0,5.0,132.0,0.0,0.0
胜局,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,2.0,1.0
森林狼队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0
体育馆,0.0,48.0,12.0,1.0,32.0,0.0,22.0,150.0,4.0,5.0
球鞋,0.0,0.0,4.0,48.0,3.0,0.0,0.0,119.0,2.0,7.0
爆料,2.0,12.0,36.0,12.0,5.0,1.0,24.0,141.0,60.0,152.0
队内,0.0,1.0,0.0,0.0,0.0,0.0,0.0,110.0,14.0,0.0
热身赛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,2.0,0.0
灰熊,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0
胜率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,11.0,0.0
潜驴,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0
新闻动态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,3.0,0.0
进球,0.0,0.0,0.0,0.0,0.0,2.0,0.0,129.0,8.0,1.0
关键球,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0
篮圈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0
赛事,0.0,15.0,4.0,8.0,20.0,6.0,7.0,138.0,151.0,39.0
甜瓜,0.0,0.0,0.0,6.0,0.0,0.0,0.0,125.0,0.0,0.0
女篮,0.0,0.0,0.0,0.0,6.0,0.0,0.0,106.0,0.0,1.0
场次,0.0,1.0,7.0,1.0,4.0,0.0,4.0,120.0,12.0,85.0
赛点,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,3.0
舞台,13.0,34.0,52.0,80.0,42.0,7.0,37.0,165.0,145.0,267.0
偶像,1.0,4.0,18.0,58.0,12.0,0.0,5.0,131.0,29.0,390.0
丹佛掘金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0
压哨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0
专栏作家,0.0,3.0,1.0,2.0,0.0,0.0,1.0,108.0,0.0,10.0
特科,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0
官网,3.0,15.0,10.0,8.0,6.0,9.0,2.0,99.0,1161.0,44.0
好消息,10.0,15.0,35.0,12.0,16.0,7.0,12.0,140.0,63.0,39.0
火力,4.0,3.0,1.0,1.0,1.0,0.0,4.0,156.0,33.0,13.0
八强,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,17.0,0.0
豪门,9.0,8.0,9.0,36.0,1.0,1.0,0.0,124.0,2.0,92.0
协防,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0
橄榄球,0.0,0.0,1.0,4.0,12.0,0.0,0.0,103.0,2.0,35.0
命运,38.0,21.0,48.0,22.0,66.0,3.0,62.0,172.0,119.0,153.0
背靠背,0.0,0.0,0.0,5.0,4.0,8.0,0.0,97.0,0.0,1.0
劲旅,2.0,1.0,0.0,0.0,0.0,0.0,0.0,113.0,3.0,1.0
队医,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
出线,1.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,2.0,2.0
方生,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
左脚,0.0,0.0,26.0,33.0,4.0,0.0,0.0,114.0,1.0,6.0
球权,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
斗志,0.0,2.0,1.0,5.0,4.0,0.0,8.0,116.0,20.0,13.0
薪资,8.0,1.0,7.0,0.0,21.0,0.0,13.0,99.0,4.0,2.0
娃娃,0.0,1.0,73.0,29.0,8.0,1.0,5.0,140.0,56.0,35.0
背身,0.0,0.0,0.0,0.0,0.0,11.0,0.0,90.0,0.0,0.0
随队,0.0,0.0,2.0,0.0,1.0,0.0,0.0,95.0,1.0,1.0
争冠,2.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,0.0
场面,23.0,40.0,71.0,29.0,22.0,24.0,20.0,143.0,142.0,599.0
胜场,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,2.0,0.0
直播室,0.0,2.0,0.0,0.0,0.0,0.0,0.0,79.0,2.0,3.0
绰号,0.0,0.0,33.0,5.0,8.0,1.0,6.0,122.0,2.0,16.0
离队,1.0,0.0,6.0,0.0,1.0,0.0,0.0,91.0,3.0,2.0
言论,34.0,41.0,16.0,4.0,10.0,0.0,66.0,133.0,7.0,62.0
后仰,0.0,0.0,2.0,32.0,0.0,0.0,0.0,101.0,0.0,3.0
工会主席,0.0,0.0,3.0,1.0,0.0,0.0,4.0,92.0,0.0,3.0
特例,14.0,8.0,3.0,0.0,9.0,0.0,0.0,105.0,0.0,5.0
超音速,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,4.0
场均,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0
揭幕战,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,2.0,0.0
总能,6.0,8.0,5.0,38.0,10.0,4.0,3.0,111.0,22.0,29.0
天才,8.0,0.0,15.0,8.0,36.0,0.0,1.0,116.0,16.0,89.0
合约,29.0,26.0,23.0,1.0,6.0,0.0,12.0,144.0,11.0,168.0
双塔,0.0,10.0,2.0,0.0,0.0,1.0,1.0,96.0,0.0,3.0
流言,4.0,0.0,5.0,3.0,1.0,0.0,0.0,103.0,0.0,20.0
做客,15.0,9.0,20.0,4.0,42.0,0.0,16.0,107.0,10.0,72.0
选帅,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
身价,6.0,17.0,23.0,7.0,5.0,4.0,4.0,112.0,7.0,59.0
热身,1.0,1.0,2.0,32.0,12.0,2.0,0.0,93.0,15.0,11.0
带队,4.0,3.0,21.0,1.0,20.0,0.0,22.0,98.0,12.0,8.0
纪事报,0.0,0.0,0.0,0.0,1.0,0.0,2.0,76.0,0.0,19.0
春水,0.0,0.0,0.0,0.0,1.0,0.0,6.0,90.0,12.0,0.0
无球,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0
总会,18.0,24.0,40.0,58.0,46.0,6.0,40.0,118.0,40.0,56.0
前瞻,14.0,21.0,0.0,0.0,0.0,1.0,14.0,96.0,6.0,20.0
本土,49.0,58.0,7.0,13.0,56.0,8.0,16.0,121.0,20.0,194.0
人队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
天空,1.0,9.0,23.0,19.0,19.0,8.0,2.0,129.0,89.0,47.0
坐镇,1.0,13.0,3.0,0.0,6.0,0.0,4.0,99.0,5.0,22.0
小将,0.0,0.0,1.0,0.0,0.0,0.0,0.0,104.0,1.0,8.0
头名,8.0,0.0,0.0,0.0,6.0,0.0,0.0,84.0,0.0,1.0
快船队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0
号位,0.0,0.0,0.0,0.0,24.0,0.0,0.0,72.0,0.0,0.0
撰文,17.0,16.0,22.0,5.0,11.0,0.0,30.0,97.0,2.0,87.0
篮球比赛,0.0,1.0,3.0,0.0,1.0,0.0,0.0,74.0,0.0,0.0
棒球,0.0,1.0,0.0,9.0,6.0,0.0,13.0,80.0,3.0,17.0
篮球队,0.0,1.0,7.0,0.0,4.0,0.0,1.0,73.0,0.0,6.0
时光,12.0,57.0,15.0,48.0,24.0,24.0,1.0,106.0,110.0,88.0
战袍,0.0,0.0,0.0,5.0,1.0,0.0,2.0,84.0,21.0,3.0
篮板王,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,0.0,0.0
高居,19.0,5.0,0.0,2.0,5.0,0.0,3.0,88.0,0.0,25.0
选票,0.0,3.0,7.0,0.0,2.0,0.0,29.0,91.0,4.0,30.0
理查德,1.0,0.0,27.0,2.0,2.0,0.0,1.0,83.0,1.0,55.0
大帽,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
明星队,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,0.0,2.0
假动作,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,0.0,0.0
爆发力,7.0,1.0,0.0,10.0,2.0,0.0,0.0,83.0,20.0,17.0
右膝,0.0,0.0,0.0,8.0,0.0,0.0,0.0,68.0,0.0,0.0
球技,0.0,1.0,2.0,1.0,0.0,0.0,0.0,68.0,6.0,1.0
先签,0.0,0.0,2.0,0.0,2.0,0.0,0.0,59.0,0.0,0.0
断球,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0
人能,13.0,8.0,10.0,9.0,15.0,0.0,2.0,68.0,8.0,16.0
活塞队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0
职业联赛,0.0,0.0,2.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0
防线,4.0,0.0,20.0,15.0,2.0,5.0,26.0,94.0,12.0,3.0
霸气,1.0,1.0,5.0,31.0,4.0,16.0,0.0,70.0,408.0,60.0
士气,1.0,0.0,0.0,2.0,0.0,0.0,15.0,97.0,11.0,3.0
种子,12.0,2.0,13.0,30.0,21.0,0.0,35.0,113.0,55.0,25.0
智商,2.0,0.0,15.0,33.0,30.0,0.0,1.0,81.0,8.0,23.0
四号位,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0
建队,0.0,0.0,1.0,0.0,1.0,0.0,14.0,65.0,0.0,0.0
净胜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0
劣势,21.0,2.0,2.0,3.0,10.0,3.0,1.0,88.0,36.0,8.0
步行者队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
球票,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0
受限制,3.0,3.0,2.0,0.0,8.0,1.0,0.0,80.0,5.0,6.0
膝伤,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0
弱点,15.0,2.0,8.0,17.0,17.0,2.0,0.0,90.0,28.0,36.0
老队员,0.0,0.0,2.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0
解说员,0.0,0.0,2.0,0.0,2.0,0.0,0.0,61.0,4.0,7.0
本队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,6.0,0.0
末段,0.0,0.0,1.0,0.0,5.0,0.0,0.0,72.0,0.0,1.0
脚伤,0.0,0.0,2.0,0.0,0.0,0.0,0.0,55.0,0.0,8.0
集训,0.0,0.0,5.0,1.0,4.0,1.0,2.0,74.0,0.0,8.0
积臣,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
紫金,42.0,45.0,1.0,0.0,2.0,0.0,0.0,89.0,8.0,0.0
老兵,4.0,1.0,4.0,0.0,1.0,0.0,2.0,79.0,42.0,25.0
